 ? 在入组前4周内或研究期间使用化疗或免疫治疗；	Therapy or Surgery
 5）同时接受肾替代治疗。	Therapy or Surgery
 （7）预计半年内会转肾移植或腹膜透析，或转当地医院透析的患者	Therapy or Surgery
 使用氯雷他定＜10天	Pharmaceutical Substance or Drug
 2. 年龄≥18岁；	Age
 ②曾于我院行“导航引导内窥镜下深部外侧开眶切除眶尖外侧小肿瘤”	Therapy or Surgery
 (2)年龄18-65岁全麻择期手术患者；	Multiple
 3. 主观干眼症状使用SPEED问卷调查，每只眼睛总症状得分6分或更高分；	Risk Assessment
 20)  正在接受免疫抑制剂治疗，除非已经达到稳定的剂量水平；	Pharmaceutical Substance or Drug
1. 合并有心血管、脑血管、肝、肾和造血系统等严重全身性疾病及精神病患者；	Disease
 2.创伤后面神经中枢端,即近端缺失或难以直接修复的患者，包括外伤造成的颞骨骨折，或者耳部手术引起的面瘫患者，或者是颅内手术引起的面瘫患者等。	Multiple
 主治医生或研究者认为存在其他不宜参加本研究的情况；	Researcher Decision
 6. 具有影响口服药物的多种因素（如无法吞咽、慢性腹泻和肠梗阻，明显影响药物服用和吸收的情况）；	Multiple
 4.静息痛VAS疼痛指数≥3分者；	Risk Assessment
 4).糖化血红蛋白≤8%；未发生酮症；	Laboratory Examinations
 （3）具有青光眼性视野缺损；	Disease
 4.如有焦虑者，汉密顿焦虑量表（HAMA）总积分＞14或＜7分。	Risk Assessment
 （5）病人参与其他试验。	Enrollment in other studies
 8)&gt;Ⅰ级的外周神经病变。	Disease
1、本次随访需要行治疗性胃镜（明确有胃、食管黏膜病变需内镜下治疗者）；	Multiple
 （2）中心性肥胖（腰围：男性≥90cm，女性≥80cm）伴有以下至少2项者：	Multiple
 （4）签署知情同意书.	Consent
 9. 曾接受过用于治疗癌症的免疫细胞治疗方法，包括CIK、DC、DC-CIK、LAK细胞等；	Therapy or Surgery
 2）年龄：除新生婴儿外所有年龄段；	Age
（1）重度ED患者，IIEF EF评分≤10分；	Multiple
 6.  一般情况差，ECOG 3或4，无法独立完成调查问卷的患者如自愿同意参与此项调查问卷研究，可授权法定委托人，由委托人签署知情同意书并如实、完整完成调查问卷	Multiple
① 明确鼻咽部阻塞性病变者；如腺样体肥大、鼻息肉、鼻窦炎、后鼻孔不完全闭锁等，在治疗原发病半年不能进行软骨鼓膜重建术；	Multiple
①　年龄18-75岁，男女不限	Multiple
 2、慢性、瘙痒性、以丘疹或结节为主要疹型的皮疹，持续时间＞1个月。	Disease
 4) 过去5年内用屋尘螨提取物或其他过敏原进行过脱敏治疗者；	Therapy or Surgery
1) 单纯颈部淋巴结复发患者	Disease
 4.预计生存期≥3月；	Life Expectancy
 2.择期行全麻下开颅手术的患者	Therapy or Surgery
 2.符合中医食积证诊断；	Diagnostic
 5.受试者自愿参加，签署知情同意书，依从性好。	Multiple
 11.先天性心脏疾病、心律不齐、心力衰竭等严重的心血管疾病；	Disease
    （4）服药治疗期间不再服用其它中药和镇静安神类药物；	Pharmaceutical Substance or Drug
 2)  经病理或临床诊断为结直肠癌术后肝转移患者，原发病灶已切除；	Multiple
 14.一周内服用过抗抑郁药者(MAOI 2周，氟西汀5周)。	Pharmaceutical Substance or Drug
 ⑹晨起足跟痛最痛程度VAS≥40mm	Risk Assessment
 o同意在整个研究期间以及研究药物末次给药后至少30天内坚持使用高效避孕措施。	Pregnancy-related Activity
 ⑻孕期/哺乳期妇女，或者有生育计划者	Pregnancy-related Activity
 ●预期寿命大于1年	Life Expectancy
 因宫颈口粘连或先天变异，插管困难完成检查，或经多次操作完成检查者。	Multiple
1）生长期患者。	Non-Neoplasm Disease Stage
 10)既往有过冠状动脉血运重建患者；	Therapy or Surgery
 3)孕妇或哺乳期妇女。	Pregnancy-related Activity
 3)病情危重（术前ASA分级≥Ⅳ级者）；严重肾功能损害（血肌酐&gt;442μmol/L，伴或不伴有血钾&gt; 6.5 mmol/L，或临床医生认为需行肾脏替代治疗者）；严重肝功能损害（Child-Pugh分级C级）；	Multiple
1）年龄&lt;18岁或≥80岁；	Age
 4.一方接触致畸量的射线、毒物、药品并处于作用期。	Multiple
 f)可经腹腔镜行结直肠癌R0切除；	Therapy or Surgery
 2.年龄18-75岁，符合肝癌诊断标准，需要行手术干预的患者；	Multiple
 7)哺乳期、或未采取有效避孕措施、或妊娠期的女性；	Pregnancy-related Activity
 b)患有I级以上心肌缺血或心肌梗塞、心律失常（包括QTc ≥480ms）及≥2级充血性心功能衰竭（纽约心脏病协会（NYHA）分级）；	Multiple
 5、PS评分0-3分；	Risk Assessment
 2)监护人或患者拒绝入组；	Consent
 (5)实验室检查(血尿常规、肝肾功能和心电图检查)发现血液、心、肝和肾功能不全者。	Multiple
 （5）近3个月内有糖尿病酮症、酸中毒以及感染者。	Disease
 12.合并艾滋病毒感染者	Disease
 ⑤ 血气分析pH＜7.2；	Laboratory Examinations
 ③药物（非甾体抗炎药、镇痛药、针对膝关节骨关节炎的中药及中成药）洗脱3天后，WOMAC骨关节指数总分在＞48到≤72之间，即膝关节骨关节炎病情分级为中度到重度；	Multiple
    （7）有重要脏器功能衰竭或病情危重的脑卒中患者以及癌症等对患者生存质量的影响超过中风后肢体功能障碍的疾病或状态	Multiple
年龄&gt;18岁	Age
 （2）符合流感、普通感冒诊断者；	Diagnostic
 5）经外科评估受试者可接受根治性手术（原发灶和转移灶同时切除）	Therapy or Surgery
 5.注射部位感染；	Disease
(1)1型糖尿病及其他特殊类型糖尿病患者；	Disease
 5.近3个月内使用过病情改善药物（如氨基葡萄糖类、硫酸软骨素），近60天内接受过全身或者关节腔内的激素治疗，3个月内对待评价膝关节进行过腔内注射或关节镜检查；	Multiple
 4）在本研究开始前四周内曾参加其他临床试验	Enrollment in other studies
 6.妊娠期妇女、哺乳期妇女或半年内有妊娠计划的妇女	Pregnancy-related Activity
 5、合并支气管扩张、支气管哮喘、活动性肺结核、闭塞性细支气管炎、弥漫性泛细支气管炎、肺栓塞、气胸、胸腔积液患者；	Disease
 注：新辅助治疗阶段采用的治疗不计入治疗方案；辅助治疗6个月内复发，辅助治疗方案计为一种治疗方案，超过6个月复发辅助，治疗方案不计入治疗方案。	Therapy or Surgery
 3.孕妇肝功能、肌酐、尿素氮、HIV/HCV、心电图检查正常；	Multiple
 2) 过去6个月体重变化不超过2%；	Laboratory Examinations
 1个月内进行大手术	Therapy or Surgery
 7. 主要器官功能障碍，如失代偿性心、肺、肾、肝功能衰竭，无法耐受放、化疗；	Multiple
 3.试验首次给药前4周内服用过任何处方药，或在试验首次给药前2周内服用过任何非处方药、维生素产品或中草药；	Pharmaceutical Substance or Drug
（1）年龄大于60岁；	Age
 5、难治性心脏骤停（定义为：经传统心肺复苏20min仍未能恢复自主循环，或恢复后不能维持20min的患者）；	Multiple
 7、应用起搏器患者	Device
 2、房颤持续时间＞3年	Disease
       ② 呼吸困难、紫绀、血性泡沫痰、肺部湿罗音等；	Sign
 （6）自愿受试，并签署知情同意书。	Consent
1：急性重症鼻咽喉部疾病患者；	Disease
 （7）血清中钙、钾、镁的水平在标准范围内；	Laboratory Examinations
 (3)ASA I-III；	Risk Assessment
 1.未育女性，右利手，18岁≤年龄≤30岁；	Special Patient Characteristic
 8、基线前3个月内参加过其他任何临床试验者；	Enrollment in other studies
1.存在机械并发症的证据；	Disease
 （4）绝对卧床等不适合进行身高、体重、腰围、臀围测量的患者；	Disabilities
 8.存在任何重度和/或未能控制的疾病的患者，包括：	Disease
 （2）中医辨证为肝阳上亢证；	Diagnostic
 12 、患有精神疾病，依从性差；	Multiple
 2.IE和IIE期；	Non-Neoplasm Disease Stage
 （3）心脏瓣膜病、肥厚型心肌病、扩张型心肌病引起的胸痛；非心脏性疾病引起的胸痛（重度神经官能症；或更年期综合征；或颈椎病；或食管、肺部或胸壁引起的胸痛等）；	Disease
 i)肢体静脉血栓形成。	Disease
 2、吸烟；	Smoking Status
 （5）输血传播相关疾病检查阴性（艾滋、丙肝、乙肝、梅毒）；	Laboratory Examinations
 6. 每周饮用超过28单位的酒精（1单位=285ml啤酒或25ml烈酒或1玻璃杯葡萄酒）；或在接受受试药物之前48小时内及试验研究期间有饮酒者；	Alcohol Consumer
（1）患者性别不限，年龄≥18岁；	Multiple
 备注：根据适合中国人的改良MDRD公式估算肾小球滤过率（eGFR）：eGFR(ml/min/1.73m2)=175×[血肌酐]-1.234×[年龄] -0.179×0.79(女性)。	Laboratory Examinations
 7）患者不同意在治疗期间及随后的1年内使用有效避孕措施	Pregnancy-related Activity
 （5）预计ICU停留时间&gt;7天；	Encounter
1) 初诊年龄12~20岁；	Age
(1）经过右心导管诊断肺高压的患者（mPAP≥25 mmHg）	Diagnostic
 ② 应用恩替卡韦治疗120周，血清 HBsAg 水平&lt;1500IU/ml且 HBV DNA 阴性的患者；	Multiple
 4)可能怀孕的女性受试者同意在使用地西他滨期间，以及地西他滨最后一次用药后1个月内采用医师批准的避孕方法（口服、注射或植入性激素避孕药；输卵管结扎；避孕环；屏障避孕法合并使用杀精子药物；或性伴侣进行输精管结扎）；并且在开始使用试验药品之前72小时内妊娠试验阴性；女性伴侣可能怀孕的的男性受试者，必须在整个研究阶段同意采用医师批准的避孕方法， 并在整个研究期间以及地西他滨最后一次用药后的2 个月内避免使女伴怀孕；	Multiple
 5. 丙氨酸氨基转氨酶（ALT）、天门冬氨酸氨基转移酶（AST）大于 1.5 倍正常值上限，血清肌酐（Cr）大于正常值上限（参考所在中心的实验室检查正常值范围）；	Laboratory Examinations
 （4）签署知情同意书。	Consent
 （6）精神疾病史如精神分裂症或者情感障碍。	Disease
 2 血液系统疾病高危粒缺伴发热患者（诊断标准参照IDSA发热伴中性粒细胞缺乏患者治疗指南2010版)	Diagnostic
 3. 合并影响试验的其他全身疾病；	Disease
 2、多发骨折	Disease
 4. 多种并发症，如肝性脑病、消化道出血、脾功能明显亢进。	Disease
(1)住ICU患者；	Encounter
1.年龄18-80岁；	Age
 7)目标眼曾接受眼部手术（除半年或以上前接受无并发症的白内障手术或者白内障激光后囊膜切开术或屈光手术的患者）；	Therapy or Surgery
 ⑥心功能Ⅳ级；	Organ or Tissue Status
 5.排除依从性差的患者。	Compliance with Protocol
 2) 躁狂或意识障碍不能配合进行胸水处理的患者	Compliance with Protocol
 （7）有预防性肠造瘘的患者。	Disease
 2.嗜烟酗酒者。筛选前1年内有酗酒（具有当前正在酗酒的证据，即每天消耗超过35克纯酒精，即2次饮酒/天（1次饮酒=150mL 红酒，或360mL 啤酒或 50ml白酒），且在试验期间不能戒酒者；筛选前3个月内仍在吸烟，即每日吸烟超过10支香烟或等量烟草且在试验期间不能戒烟者。	Multiple
 5、不良生育史，大于等于2次不明原因流产史	Pregnancy-related Activity
 2、年龄16-65岁之间；	Age
 -外科绝育（曾接受子宫切除术、双侧卵巢切除术或输卵管结扎，或自身不孕）；	Multiple
 1)年龄18-75岁，性别不限；	Multiple
 椎管内麻醉失败而改用全身麻醉的患者。	Therapy or Surgery
 （5）癌性、结核性及其它特异性的溃疡；过敏体质者；	Multiple
 2.对针灸过敏;	Allergy Intolerance
1.ASAⅠ~Ⅱ级；	Risk Assessment
 5.合并严重营养不良、佝偻病，以及心、脑、肝、肾及造血等系统严重原发性疾病者；	Disease
 （6）术前即患有明显的心脏器质性疾病者；	Disease
 (3) ALT、AST＞1.5倍正常参考值上限；血肌酐异常；尿蛋白＞＋；血白细胞＜3.0×109/L或＞10.0×109/L；和/或中性粒细胞(N)分类＞正常值上限者；	Laboratory Examinations
 13.研究者认为不适合参加本试验的其他任何情况。（由于管理方面的原因或其它原因）。	Researcher Decision
 2、阴道分泌物镜检真菌“-”	Diagnostic
 2.近三周内有急性疾病及药物使用史	Multiple
 （4）对薏苡仁过敏者。	Allergy Intolerance
 3.目标狭窄的近端或者远端有狭窄（≥50%）或闭塞	Disease
 5）患有除APL外其它需要治疗的恶性肿瘤的患者。	Disease
 (4)免知情同意，愿意接受随访。	Multiple
 （4）合并有严重危及生命的原发性疾病及精神病患者。	Disease
 2）肿瘤直径&gt;5 cm或伴有肝内多发转移；	Neoplasm Status
 2.有轻型复发性阿弗他溃疡的发病史，而且溃疡一般需要5日以上痊愈者。	Disease
 (6)乙型肝炎病毒表面抗原、丙型肝炎病毒抗体、梅毒螺旋体抗体或人类免疫缺陷病毒抗体检查结果呈阳性；	Laboratory Examinations
1.筛选或基线时12导联心电图（ECGs）异常，包括QTc（QTcB）&gt;450 ms，或心率&gt;100 bpm，或QRS &gt;120 ms，或PR &gt;200 ms	Laboratory Examinations
 ⑦自愿接受本研究计划观察，依从性好，思维清晰，表述清楚，语言及感官反应正常。	Multiple
 5.有消化性溃疡病史；	Disease
 （4）对局部麻醉药物过敏者；	Allergy Intolerance
 3.有癫痫病史者(高热惊厥史者除外)。	Disease
 入组前血流动力学平稳，收缩压&gt; 110 mm Hg，舒张压&gt; 60 mm Hg，心率&lt;120次/分钟；	Laboratory Examinations
 4）病人首次应用MSCs前3周血小板计数须&lt;30×10^9/L；	Laboratory Examinations
 ③签署知情同意书	Consent
 2.有心、肺、肝、肾等部疾病，研究者认为不适合参加本研究者；	Multiple
 7患有皮肤疾病，如湿疹、牛皮癣等；	Disease
（1）造口患者	Therapy or Surgery
A. 认知功能障碍的糖尿病患者；	Disease
?拟行ERCP手术的患者	Therapy or Surgery
 ③非上肢置管（如经颈外静脉、股静脉置管）病例；	Therapy or Surgery
1）年龄≥12岁，性别不限。	Multiple
 1.术后出现盆底会阴区及下肢感觉异常运动障碍，经治疗处理两周内症状消失；	Multiple
 6.完全肠梗阻患者经积极保守治疗，仍无法耐受全量肠内营养者；	Allergy Intolerance
 (5)过敏体质；	Allergy Intolerance
 11、无严重的心、肝、肾及其他全身性疾患。	Disease
 10. 受试者自愿加入本研究。签署知情同意书，依从性好，配合随访。	Multiple
 ③明显肝肾疾病的症状和体征，或丙氨酸氨基转移酶（ALT）高于正常上限的2倍者，血清肌酐大于正常上限者	Multiple
①年龄18-65周岁。	Age
1) 术前患者；	Therapy or Surgery
 ③因为时间、距离、经济条件等原因不能定期复查血常规。	Compliance with Protocol
 2、符合肾结石标准，且穿刺目标肾盏无扩张或轻度扩张，	Multiple
 7 主要器官功能正常。	Organ or Tissue Status
（1）诊断明确的轻度及中度、活动期广泛结肠型（E3）UC患者	Disease
 ②全身体质较差不能接受SRS	Therapy or Surgery
 (3)体重一般不应低于50 kg，体重指数(BMI)在19-25 kg/m2范围内，[BMI=体重（kg）/身高（m2）]；	Risk Assessment
1.在广州中山大学附属第一医院生殖中心因男方因素不育而就诊的健康女性，及健康女性志愿者。	Multiple
 5.哺乳期	Pregnancy-related Activity
1）已知对腺病毒、更昔洛韦或同类制剂过敏者；	Allergy Intolerance
 9.在过去5年内有恶性肿瘤，包括白血病和淋巴瘤。	Disease
 c) 妊娠或哺乳期妇女；	Pregnancy-related Activity
 12、血液白血病细胞比例&gt;30%；	Laboratory Examinations
 4) 口腔卫生状况良好,全口牙菌斑百分比≤20%(FMPS≤20%);	Oral related
 5、起病后既有痫性发作	Disease
 3.符合真菌感染的诊断标准。	Diagnostic
 5）肿瘤相关的脑出血患者，服用华法林或者患有凝血障碍性疾病（INR≥1.7），动脉瘤破裂、动静脉畸形或者静脉血栓形成的患者。	Multiple
a)签署书面知情同意书；	Consent
 ④患者及家属知情同意并签署知情同意书。	Consent
 4.内翻畸形在屈曲20°位时外翻应力可以矫正	Multiple
1.患者年龄≥18岁；	Age
     b.腹痛	Symptom
 9．研究者认为不适合入组者。	Researcher Decision
 2. 年龄18-80周岁，性别不限；	Multiple
 5. 诊断为2型糖尿病（T2DM），病程2至10年（根据世界卫生组织1999年T2DM诊断标准）。	Diagnostic
 4. 近期服用对交感肾上腺素反应有影响的药物	Pharmaceutical Substance or Drug
 3) 经抗青光眼基础治疗（药物、激光、手术）后目前眼压稳定，且不高于20mmHg；	Therapy or Surgery
 4.既往或目前患有任何严重或不稳定躯体疾病；	Disease
 3.肌酐清除率&lt;60ml/min；	Laboratory Examinations
1)存在已知的免疫缺陷；	Disease
 （5）凝血功能异常（INR＞1.5或凝血酶原时间（PT）＞ ULN+4秒），具有出血倾向或正在接受溶栓或抗凝治疗；	Multiple
 2、具有困难气道的危险因素	Sign
 4.临床诊断为单纯性脂肪肝；	Diagnostic
 7. 不能回答问题；	Capacity
1、不稳定性心绞痛、脑血管意外、心肌梗塞或心力衰竭病者；	Disease
 （3）肝炎史，包括非酒精性脂肪性肝炎（NASH）、胆囊切除术，既往胆道疾病如胆结石、糖尿病，既往心肌梗死、中风及血栓栓塞，肝肾功能不全、乳腺肿瘤、子宫肌瘤、高血压，有半乳糖血症或高血糖的患者；	Multiple
 3)拒绝签署知情同意者。	Consent
1）对于年龄≥18周岁；	Multiple
1.患有严重的心肺、血液系统疾病、恶性肿瘤、免疫功能低下患者及精神病、糖尿病患者；	Disease
 6.合并有脑血管疾病，如颈动脉狭窄	Disease
 ?血红蛋白男性&lt;11 g/dL；女性&lt;10 g/dL	Laboratory Examinations
a. 有器质性疾病（特别关注骨骼和心血管系统疾病）	Disease
 （3）同时具有其他疾病，在住院期间需要特殊处理从而影响路径实施的患者；	Multiple
①患严重的心、肺、脑、血液系统疾病以及糖尿病患者。	Disease
 2）年龄介于18-40周岁。	Age
 ⑷怀疑或确有酒精、药物滥用史者。	Addictive Behavior
 3.不能用所试验病证病情解释的血肌酐（Cr）、血尿素氮（BUN）和谷丙转氨酶（ALT）增高。	Multiple
 8. 控制不当或很难控制的高血压：无创收缩压（SBP）≥160mmHg或无创舒张压（DBP）≥100mmHg；	Laboratory Examinations
 （2）发病时间&gt;3个月，≤12个月；	Disease
 (12）患有严重消化道疾病和严重腹泻者；	Disease
 （8）正参加其它临床试验的患者；	Enrollment in other studies
 3）手术的节段曾经进行过脊柱融合的患者 ；	Therapy or Surgery
 （5）有流产史或手术史或刮宫史；	Multiple
 5.妊娠或哺乳期患者；	Pregnancy-related Activity
 2、不能提供签署的书面知情同意书；	Consent
 （6）严重肾衰竭患者（GFR≤30 ml/min）；	Multiple
 3.Khorana评分≥1分（肿瘤患者化疗相关VTE风险中危及以上）	Risk Assessment
 6. 至少具有2年的随访记录或随访至骨折愈合钢板取出	Data Accessible
 （5）因精神障碍等不能完成问卷填写者；	Multiple
 11、明显的肾脏损害：血肌酐&gt;160umol/L；	Multiple
 13.研究者认为不宜参加试验的患者。	Researcher Decision
 (4) 中性粒细胞＞1.5×109/L，血小板＞100×109/L，血红蛋白＞9.0g/dl；胆红素正常或 &lt; 1.5 x ULN；AST (SGOT)、ALT (SGPT) &lt; 2.5 x ULN；血清肌酐&lt; 1.5 x ULN；	Laboratory Examinations
 ② 年龄＞18岁	Age
 4.体重在理想体重的80%～120%之间；	Laboratory Examinations
 2）骨髓形态学或分子水平排除APL	Diagnostic
 4)原意接受本方案规定的全雄阻断或者康士得单药150mg治疗及常规随访；	Multiple
 2、预计在医院停留时间超过120小时。	Special Patient Characteristic
1、已知患有一过性滑膜炎、股骨头骨骺滑脱症、骨结核、骨肿瘤、色素沉着绒毛结节滑膜炎、下肢损伤等影响下肢功能疾病的患者；	Disease
 （5）研究者认为不适合参加的其他情况（如酗酒，滥用药物等）。	Researcher Decision
 8.白细胞计数3000~12000/mm^3; 淋巴细胞计数≥700/mm^3 血红蛋白浓度≥7.5g/dL；血小板计数≥50000/mm^3; AST≤2倍正常值上限；ALT≤2倍正常值上限；血清总胆红素≤1.5mg/dL；血清肌酐≤正常值上限	Laboratory Examinations
 ×治疗前经评价有出血倾向，如发现血尿，气管内出血，胃吸出物或粪便出血，并从穿刺点渗血	Sign
 B.符合罗马IV关于肠易激综合征、功能性消化不良的诊断标准；	Diagnostic
 2)病理明确诊断为曲霉球并手术切除患者；	Multiple
（1）既往接受过全视网膜光凝或未完成的全视网膜光凝；	Therapy or Surgery
 3.BMI≤28	Risk Assessment
 3. 术前CT排除局部晚期（T≥4）且能R0切除；	Multiple
 5.至少有一个可测量病灶；	Disease
1.帕金森、脑卒中、重度痴呆等影响认知和身体功能的患者	Organ or Tissue Status
 5、不能控制的感染。	Disease
(1) 对药物成分过敏者；	Allergy Intolerance
 c.血脂、血糖、血压、尿酸检查有其中一项异常者	Laboratory Examinations
 5.受试者自愿并签署知情同意书者。	Consent
 –肿瘤侵犯或围绕腹主动脉	Neoplasm Status
 10、严重精神疾病史，特别是抑郁症史；免疫性疾病史; 慢性肺病伴肺功能障碍史；严重心血管疾病史；甲状腺疾病未被有效治疗控制史	Multiple
 8)在给药前4周内使用任何处方药物或入组前1周内使用非处方药或中药。	Pharmaceutical Substance or Drug
 3)由于患者严重腹泻或高热导致脱水、电解质紊乱需静脉补充电解质或水分，或由于胃肠不适或呕吐无法进食，需通过静脉补液维持身体基础代谢；	Multiple
1.存在继发性骨质疏松的病因，且病情尚未稳定	Disease
 （2）未在各参与研究的医疗机构终止妊娠或分娩者；	Pregnancy-related Activity
 2、子痫前期： 轻度者为妊娠 20 周后出现收缩压≧140mmHg 和（ 或） 舒张压≧90mmHg， 伴蛋白尿≧0.3g/24 小时， 或随机尿蛋白（ +）； 重度者血压和尿蛋白持续升高， 发生母体脏器功能不全或胎儿并发症（ 具体参照人教第八版《 妇产科学》）7	Multiple
 ⑤小细胞肺癌，包括小细胞癌与非小细胞癌混合型肺癌；	Disease
1.静脉畸形的部位为除四肢软组织外；	Disease
 ②妊娠、哺乳期或1年内计划妊娠者。	Pregnancy-related Activity
 6.患者并发心肌梗死排除	Disease
 15.手术或其他应激情况；	Therapy or Surgery
 6）癫痫或者热性惊厥	Disease
 3、患者年龄18-60岁，性别不限；	Multiple
（1）患有严重的未控制的急性感染（肝炎除外）病者；	Disease
 5.受试者的女伴经检查是可正常怀孕的。	Pregnancy-related Activity
 4）稳定性心绞痛、不稳定性心绞痛和非 ST 段抬高急性心肌梗死患者	Disease
 3. 阴道超声已明确宫内妊娠或宫外孕	Pregnancy-related Activity
 （4）过去3个月内未使用免疫抑制剂或生物制剂者；	Pharmaceutical Substance or Drug
 5.长期使用非甾体类消炎药。	Pharmaceutical Substance or Drug
 （2）病人被诊断为丙肝肝癌并且术前未做过任何抗肿瘤治疗，丙肝肝癌的诊断主要通过超声、电子计算机X射线断层成像或者是磁共振成像以及生化指标（血清学甲胎蛋白、肝功各项指标），确诊主要通过组织病理学诊断，诊断标准符合美国肝病研究协会诊断指南。	Multiple
（1） 可根治性切除的II或III期食管鳞癌患者，而且有必要接受化疗	Therapy or Surgery
 4.自愿受试并签署知情同意书者。	Consent
 5. ECOG评分0~2，预期生存期须≥3个月；	Multiple
 6）预计生存期超过3个月；	Life Expectancy
 (10)智力障碍或有精神病史者；	Disease
 （3）正畸治疗前牙面已经存在釉质发育不全、氟斑、釉质脱矿等情况。	Oral related
 - 过去接种疫苗有较严重的过敏反应；	Allergy Intolerance
